Name,Brand,Model,Inches,Price,DisplayType,Display,Resolution,Features,Connectivity,Design
samsung ua49nu8000k 49 inch (124 cm) led 4k tv,samsung,ua49nu8000k 4,49,97990,led 4k tv,"49"" (124.46 cm), LED
4K, 3840x2160",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
2 USB Ports
4 HDMI Ports","1091.6 x 634.6 x 54.9 mm
Weight: 13.1 kg
Colour: Black"
samsung ua55bu8000k 55 inch (139 cm) led 4k tv,samsung,ua55bu8000k 5,55,75990,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
50 Hz Refresh Rate",3840x2160,"and Games
Voice Control
Smart Remote","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1232.1 x 708.8 x 25.7 mm
Weight: 14.7 kg
Colour: Black"
cellecor 32cs 32 inch (81 cm) led full hd tv,cellecor,32cs 3,32,10899,led full hd tv,"32"" (81.28 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,"Apps
Voice Control
Smart Remote","Sound Output: 20 W
2 USB Ports
2 HDMI Ports",Colour: Black
cellecor 24cs 24 inch (60 cm) led hd-ready tv,cellecor,24cs 2,24,6444,led hd-ready tv,"24"" (60.96 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,,"1 HDMI port, 1 USB port",Colour: Black
cellecor 40cs 40 inch (101 cm) led full hd tv,cellecor,40cs 4,40,16199,led full hd tv,"40"" (101.6 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,"Apps
Voice Control","Sound Output: 20 W
2 USB Ports
2 HDMI Ports",Colour: Black
candy c43ka66 43 inch (109 cm) led full hd tv,candy,c43ka66 4,43,13999,led full hd tv,"43"" (109.22 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,"Voice Control
Smart Remote","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","959 x 620 x 556 mm
Weight: 7.1 kg
Colour: Black"
oneplus y1s edge 32 inch (81 cm) led hd-ready tv,oneplus,y1s edge 3,32,15999,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768",1366x768,"Apps and Games
Voice Control
Smart Remote","Sound Output: 24 W
2 USB Ports
1 HDMI Ports","715.4 x 174.2 x 473.8 mm
Weight: 3.6 kg
Colour: Black"
cellecor e32x 32 inch (81 cm) led full hd tv,cellecor,e32x 3,32,10499,led full hd tv,"32"" (81.28 cm), LED
Full HD, 1920x1080
50 Hz Refresh Rate",1920x1080,Apps,"Sound Output: 48 W
2 USB Ports
2 HDMI Ports","732 x 435 x 82 mm
Colour: Black"
croma crel043uoa024601 43 inch (109 cm) led 4k tv,croma,crel043uoa024601 4,43,31990,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160",3840x2160,Voice Control,"Sound Output: 16 W
2 USB Ports
3 HDMI Ports",Colour: Black
samsung ua32t4600ak 32 inch (81 cm) led hd-ready tv,samsung,ua32t4600ak 3,32,22490,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
1 USB Ports
2 HDMI Ports","737.3 x 460.6 x 74.0 mm
Weight: 4.0 kg
Colour: Black"
panasonic th-32ms550dx 32 inch (81 cm) led hd-ready tv,panasonic,th-32ms550dx 3,32,15670,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,"Apps
Voice Control","Sound Output: 20 W
1 USB Ports
2 HDMI Ports","718 x 42.6 x 85 mm
Weight: 3.6 kg
Colour: Black"
tcl 55c835 55 inch (139 cm) led 4k tv,tcl,55c835 5,55,119990,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
120 Hz Refresh Rate",3840x2160,Apps,"Sound Output: 40 W
2 USB Ports
4 HDMI Ports","1226.4 x 703.4 x 68.2 mm
Weight: 16.7 kg
Colour: Black"
samsung ua50ku6000k 50 inch (127 cm) led 4k tv,samsung,ua50ku6000k 5,50,103990,led 4k tv,"50"" (127 cm), LED
4K, 3840x2160",3840x2160,"Apps and Games
Web Browser
Facebook","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1128.9 x 654.4 x 63.2 mm
Weight: 12.2 kg
Colour: Black"
candy ca65u50led 65 inch (165 cm) led 4k tv,candy,ca65u50led 6,65,47490,led 4k tv,"65"" (165.1 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,Apps,"Sound Output: 30 W
2 USB Ports
4 HDMI Ports",Colour: Silver
akai aklt32s-dfl9w 32 inch (81 cm) led hd-ready tv,akai,aklt32s-dfl9w 3,32,24990,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,"Apps
Smart Remote","Sound Output: 20 W
2 USB Ports
2 HDMI Ports",Colour: Black
samsung qa50q60aak 50 inch (127 cm) qled 4k tv,samsung,qa50q60aak 5,50,64990,qled 4k tv,"50"" (127 cm), QLED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1118.3 x 644.5 x 25.7 mm
Weight: 11.5 kg
Colour: Black"
croma crel7368 55 inch (139 cm) led 4k tv,croma,crel7368 5,55,38990,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
2 USB Ports
3 HDMI Ports",Colour: Black
lg oled65c9pta 65 inch (165 cm) oled 4k tv,lg,oled65c9pta 6,65,262999,oled 4k tv,"65"" (165.1 cm), OLED
4K, 3840x2160",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
3 USB Ports
4 HDMI Ports","1449 x 830 x 46.9 mm
Weight: 25.2 kg
Colour: Black"
tcl s series 32s5403a 32 inch (81 cm) led hd-ready tv,tcl,s series 32s5403a 3,32,16490,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,Apps,"Sound Output: 24 W
1 USB Ports
2 HDMI Ports","731 x 438 x 74 mm
Colour: Black"
samsung ua55au7700k 55 inch (139 cm) led 4k tv,samsung,ua55au7700k 5,55,56990,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
1 USB Ports
3 HDMI Ports","1230.5 x 707.2 x 59.9 mm
Weight: 13.9 kg
Colour: Other"
samsung qa55q7fnak 55 inch (139 cm) qled 4k tv,samsung,qa55q7fnak 5,55,109999,qled 4k tv,"55"" (139.7 cm), QLED
4K, 3840x2160
200 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 40 W
3 USB Ports
4 HDMI Ports","1227.2 x 704.8 x 46.9 mm
Colour: Black"
samsung ua65nu7470u 65 inch (165 cm) led 4k tv,samsung,ua65nu7470u 6,65,159500,led 4k tv,"65"" (165.1 cm), LED
4K, 3840x2160",3840x2160,"Apps and Games
Web Browser
Facebook","Sound Output: 20 W
2 USB Ports
3 HDMI Ports",Colour: Black
lg 50uq8040psb 50 inch (127 cm) led 4k tv,lg,50uq8040psb 5,50,47990,led 4k tv,"50"" (127 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Voice Control","Sound Output: 20 W
3 HDMI Ports","1121 x 651 x 57.1 mm
Weight: 11.7 kg
Colour: Black"
lloyd 43fs550c 43 inch (109 cm) led full hd tv,lloyd,43fs550c 4,43,28990,led full hd tv,"43"" (109.22 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,"Apps
Voice Control
Smart Remote","Sound Output: 20 W
3 HDMI Ports","Weight: 6.7 kg
Colour: Black"
samsung qa55qn95bak 55 inch (139 cm) neo qled 4k tv,samsung,qa55qn95bak 5,55,214990,neo qled 4k tv,"55"" (139.7 cm), Neo QLED
4K, 3840x2160
100 Hz Refresh Rate",3840x2160,"and Games
Voice Control
Smart Remote","Sound Output: 70 W
3 USB Ports
4 HDMI Ports","1228 x 707.3 x 17.4 mm
Weight: 16.1 kg
Colour: Other"
samsung qa65qn95bak 65 inch (165 cm) neo qled 4k tv,samsung,qa65qn95bak 6,65,289990,neo qled 4k tv,"65"" (165.1 cm), Neo QLED
4K, 3840x2160
100 Hz Refresh Rate",3840x2160,"and Games
Voice Control
Smart Remote","Sound Output: 70 W
3 USB Ports
4 HDMI Ports","1446.9 x 829.7 x 17.4 mm
Weight: 22.3 kg
Colour: Other"
croma crel7367 50 inch (127 cm) led 4k tv,croma,crel7367 5,50,31990,led 4k tv,"50"" (127 cm), LED
4K, 3840x2160",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
2 USB Ports
3 HDMI Ports",Colour: Black
samsung ua43t5500ak 43 inch (109 cm) led full hd tv,samsung,ua43t5500ak 4,43,37990,led full hd tv,"43"" (109.22 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
1 USB Ports
2 HDMI Ports","979.9 x 571.9 x 77.3 mm
Weight: 8 kg
Colour: Black"
onida nexg 75uig 75 inch (190 cm) led 4k tv,onida,nexg 75uig 7,75,78999,led 4k tv,"75"" (190.5 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 24 W
3 HDMI Ports","1668 x 959 x 91.8 mm
Weight: 22 kg
Colour: Black"
samsung qa55q80bak 55 inch (139 cm) qled 4k tv,samsung,qa55q80bak 5,55,135990,qled 4k tv,"55"" (139.7 cm), QLED
4K, 3840x2160
100 Hz Refresh Rate",3840x2160,"and Games
Voice Control","Sound Output: 60 W
2 USB Ports
4 HDMI Ports","1227.6 x 706.7 x 54.7 mm
Weight: 17.9 kg
Colour: Other"
lg 32lm6360ptb 32 inch (81 cm) led hd-ready tv,lg,32lm6360ptb 3,32,19999,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,"Apps and Games
Voice Control
Facebook","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","736 x 437 x 82.9 mm
Weight: 5.1 kg
Colour: Black"
samsung qa43q60aak 43 inch (109 cm) qled 4k tv,samsung,qa43q60aak 4,43,47990,qled 4k tv,"43"" (109.22 cm), QLED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","965.5 x 559.8 x 25.7 mm
Weight: 8.4 kg
Colour: Black"
lg 75um7600pta 75 inch (190 cm) led 4k tv,lg,75um7600pta 7,75,188999,led 4k tv,"75"" (190.5 cm), LED
4K, 3840x2160
50 Hz Refresh Rate",3840x2160,"and Games
Web Browser
Voice Control","Sound Output: 20 W
2 USB Ports
4 HDMI Ports",Colour: Black
samsung qa65q70rak 65 inch (165 cm) qled 4k tv,samsung,qa65q70rak 6,65,224999,qled 4k tv,"65"" (165.1 cm), QLED
4K, 3840x2160",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
2 USB Ports
4 HDMI Ports","1449.5 x 831.2 x 61.9 mm
Weight: 24.3 kg
Colour: Black"
lg 55uq9000psd 55 inch (139 cm) led 4k tv,lg,55uq9000psd 5,55,59990,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Voice Control
Smart Remote","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1235 x 715 x 57.5 mm
Weight: 14 kg
Colour: Grey"
lg 65nano83tpz 65 inch (165 cm) led 4k tv,lg,65nano83tpz 6,65,99900,led 4k tv,"65"" (165.1 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
2 USB Ports
4 HDMI Ports","1452 x 839 x 44.3 mm
Weight: 24.5 kg
Colour: Black"
lg 55nano83tpz 55 inch (139 cm) led 4k tv,lg,55nano83tpz 5,55,73217,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
2 USB Ports
4 HDMI Ports","1233 x 716 x 44.2 mm
Weight: 16.3 kg
Colour: Black"
samsung ua50au7700k 50 inch (127 cm) led 4k tv,samsung,ua50au7700k 5,50,49490,led 4k tv,"50"" (127 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
1 USB Ports
3 HDMI Ports","1116.8 x 644.2 x 59.9 mm
Weight: 11.4 kg
Colour: Other"
samsung qa85qn900ck 85 inch (215 cm) neo qled 8k uhd tv,samsung,qa85qn900ck 8,85,1224990,neo qled 8k uhd tv,"85"" (215.9 cm), Neo QLED
8K UHD, 7680x4320
100 Hz Refresh Rate",7680x4320,"Apps and Games
Web Browser
Skype Compatible","Sound Output: 90 W
3 USB Ports
4 HDMI Ports","1876.6 x 1071.5 x 15.4 mm
Weight: 43.7 kg
Colour: Other"
samsung qa50q60bak 50 inch (127 cm) qled 4k tv,samsung,qa50q60bak 5,50,75990,qled 4k tv,"50"" (127 cm), QLED
4K, 3840x2160
50 Hz Refresh Rate",3840x2160,"and Games
Voice Control","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1118.3 x 644.1 x 25.7 mm
Weight: 10.7 kg
Colour: Black"
samsung ua75nu8000k 75 inch (190 cm) led 4k tv,samsung,ua75nu8000k 7,75,374990,led 4k tv,"75"" (190.5 cm), LED
4K, 3840x2160
120 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 40 W
2 USB Ports
4 HDMI Ports","1673.8 x 964.1 x 57.6 mm
Weight: 36 kg
Colour: Other"
lg lx1 pose 48lx1qpsa 48 inch (121 cm) oled evo 4k tv,lg,lx1 pose 48lx1qpsa 4,48,104990,oled evo 4k tv,"48"" (121.92 cm), OLED evo
4K, 3840x2160
120 Hz Refresh Rate",3840x2160,"Apps and Games
Voice Control","Sound Output: 40 W
2 USB Ports
3 HDMI Ports",Colour: White
samsung qa55q60bak 55 inch (139 cm) qled 4k tv,samsung,qa55q60bak 5,55,90990,qled 4k tv,"55"" (139.7 cm), QLED
4K, 3840x2160
50 Hz Refresh Rate",3840x2160,"and Games
Voice Control","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1232.1 x 708.3 x 25.7 mm
Weight: 14.7 kg
Colour: Black"
samsung ua43t5770au 43 inch (109 cm) led full hd tv,samsung,ua43t5770au 4,43,38990,led full hd tv,"43"" (109.22 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,"Apps and Games
Web Browser
Voice Control","Sound Output: 40 W
1 USB Ports
2 HDMI Ports","979.9 x 571.9 x 77.3 mm
Weight: 8.2 kg
Colour: Black"
acer ar32gt2841hdfl 32 inch (81 cm) led hd-ready tv,acer,ar32gt2841hdfl 3,32,13499,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,"Apps
Voice Control
Smart Remote","Sound Output: 20 W
2 USB Ports
2 HDMI Ports","716 x 439 x 81 mm
Weight: 3.97 kg
Colour: Black"
lg oled65c2psc 65 inch (165 cm) oled evo 4k tv,lg,oled65c2psc 6,65,179990,oled evo 4k tv,"65"" (165.1 cm), OLED evo
4K, 3840x2160
120 Hz Refresh Rate",3840x2160,"Apps and Games
Voice Control","Sound Output: 40 W
3 USB Ports
4 HDMI Ports","1441 x 826 x 45.1 mm
Weight: 14.8 kg
Colour: Black"
imee elite 32sfl 32 inch (81 cm) led hd-ready tv,imee,elite 32sfl 3,32,11609,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,Apps,"Sound Output: 20 W
2 USB Ports
2 HDMI Ports",Colour: White
sony bravia kd-85x85k 85 inch (215 cm) led 4k tv,sony,bravia kd-85x85k 8,85,309990,led 4k tv,"85"" (215.9 cm), LED
4K, 3840x2160
120 Hz Refresh Rate",3840x2160,"Apps
Voice Control","Sound Output: 20 W
2 USB Ports
4 HDMI Ports","1901 x 1090 x 73 mm
Weight: 44.7 kg
Colour: Black"
lg oled55b2psa 55 inch (139 cm) oled 4k tv,lg,oled55b2psa 5,55,114990,oled 4k tv,"55"" (139.7 cm), OLED
4K, 3840x2160
120 Hz Refresh Rate",3840x2160,"Apps and Games
Voice Control
Smart Remote","Sound Output: 20 W
2 USB Ports
4 HDMI Ports","1228 x 708 x 46.9 mm
Weight: 18.9 kg
Colour: Black"
bpl 32h-a4301 32 inch (81 cm) led hd-ready tv,bpl,32h-a4301 3,32,13225,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,Apps,"Sound Output: 16 W
2 USB Ports
3 HDMI Ports",Colour: Black
haier le32k6200ga 32 inch (81 cm) led hd-ready tv,haier,le32k6200ga 3,32,18490,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,"Apps and Games
Voice Control","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","723 x 432 x 89 mm
Weight: 4 kg
Colour: Black"
samsung ua55au7500k 55 inch (139 cm) led 4k tv,samsung,ua55au7500k 5,55,48990,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
1 USB Ports
3 HDMI Ports","1230.5 x 707.2 x 59.9 mm
Weight: 13.9 kg
Colour: Other"
lg 55un7190pta 55 inch (139 cm) led 4k tv,lg,55un7190pta 5,55,70200,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1247 x 728 x 88.3 mm
Weight: 13.7 kg
Colour: Black"
lg oled65gxpta 65 inch (165 cm) oled 4k tv,lg,oled65gxpta 6,65,209990,oled 4k tv,"65"" (165.1 cm), OLED
4K, 3840x2160",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 60 W
3 USB Ports
4 HDMI Ports","1446 x 830 x 199 mm
Weight: 29 kg
Colour: Black"
lg 65uk7500pta 65 inch (165 cm) led 4k tv,lg,65uk7500pta 6,65,102060,led 4k tv,"65"" (165.1 cm), LED
4K, 3840x2160",3840x2160,"Apps and Games
Web Browser
Facebook","Sound Output: 20 W
2 USB Ports
4 HDMI Ports",Colour: Grey
iffalcon 55h82 55 inch (139 cm) qled 4k tv,iffalcon,55h82 5,55,86490,qled 4k tv,"55"" (139.7 cm), QLED
4K, 3840x2160
120 Hz Refresh Rate",3840x2160,Apps,"Sound Output: 50 W
2 USB Ports
4 HDMI Ports","1227 x 750 x 75 mm
Colour: Black"
samsung ua65bu8570u 65 inch (165 cm) led 4k tv,samsung,ua65bu8570u 6,65,120990,led 4k tv,"65"" (165.1 cm), LED
4K, 3840x2160
50 Hz Refresh Rate",3840x2160,"and Games
Voice Control
Smart Remote","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1451.7 x 832.3 x 25.7 mm
Weight: 20.9 kg
Colour: Black"
samsung ua32t4900ak 32 inch (81 cm) led hd-ready tv,samsung,ua32t4900ak 3,32,25490,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,"Apps and Games
Web Browser
Voice Control","Sound Output: 40 W
1 USB Ports","737.3 x 460.6 x 74 mm
Weight: 4.1 kg
Colour: Black"
lloyd 32hs451c 32 inch (81 cm) led hd-ready tv,lloyd,32hs451c 3,32,15950,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,Apps,"Sound Output: 20 W
2 USB Ports
2 HDMI Ports","720.1 x 421 x 42 mm
Colour: Black"
samsung qa65q8cnak 65 inch (165 cm) qled 4k tv,samsung,qa65q8cnak 6,65,469900,qled 4k tv,"65"" (165.1 cm), QLED
4K, 3840x2160",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 40 W
3 USB Ports
4 HDMI Ports","1442.3 x 827.9 x 105.2 mm
Weight: 24 kg
Colour: Black"
t-series tx-24bis 24 inch (60 cm) led hd-ready tv,t-series,tx-24bis 2,24,6990,led hd-ready tv,"24"" (60.96 cm), LED
HD-Ready, 1366x768",1366x768,,"1 HDMI port, 1 USB port","550 x 375 x 75 mm
Colour: Black"
samsung ua75tu8000k 75 inch (190 cm) led 4k tv,samsung,ua75tu8000k 7,75,174990,led 4k tv,"75"" (190.5 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1673.2 x 958.2 x 59.9 mm
Weight: 30.4 kg
Colour: Black"
acer ar55gt2851udfl 55 inch (139 cm) led 4k tv,acer,ar55gt2851udfl 5,55,37490,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 24 W
2 USB Ports
3 HDMI Ports","1231 x 713 x 81 mm
Colour: Black"
haier l43fg 43 inch (109 cm) led 4k tv,haier,l43fg 4,43,24990,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 24 W
2 USB Ports",Colour: Black
samsung qa55s90cak 55 inch (139 cm) oled 4k tv,samsung,qa55s90cak 5,55,144990,oled 4k tv,"55"" (139.7 cm), OLED
4K, 3840x2160
120 Hz Refresh Rate",3840x2160,,"4 HDMI ports, 2 USB ports, Wi-Fi, Bluetooth","1225.4 x 708.6 x 39.9 mm
Weight: 16.2 kg
Colour: Other"
lg oled48c1ptz 48 inch (121 cm) oled 4k tv,lg,oled48c1ptz 4,48,94990,oled 4k tv,"48"" (121.92 cm), OLED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 40 W
3 USB Ports
4 HDMI Ports","1071 x 618 x 46.9 mm
Weight: 14.9 kg
Colour: Black"
lg 55up7550ptz 55 inch (139 cm) led 4k tv,lg,55up7550ptz 5,55,49990,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
1 USB Ports
2 HDMI Ports","1244 x 726 x 87.1 mm
Weight: 14.3 kg
Colour: Black"
samsung qa55q8cnak 55 inch (139 cm) qled 4k tv,samsung,qa55q8cnak 5,55,274900,qled 4k tv,"55"" (139.7 cm), QLED
4K, 3840x2160
120 Hz Refresh Rate",3840x2160,"Apps and Games
Gesture Control
Voice Control","Sound Output: 40 W
3 USB Ports
4 HDMI Ports","1225.5 x 704.6 x 88.8 mm
Weight: 17.8 kg
Colour: Black"
samsung qa65q60rak 65 inch (165 cm) qled 4k tv,samsung,qa65q60rak 6,65,198599,qled 4k tv,"65"" (165.1 cm), QLED
4K, 3840x2160",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
2 USB Ports
4 HDMI Ports","1456.1 x 836.6 x 59.2 mm
Weight: 26 kg
Colour: Black"
lg 43ur7790psa 43 inch (109 cm) led 4k tv,lg,43ur7790psa 4,43,42990,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160",3840x2160,,"3 HDMI ports, 2 USB ports, Wi-Fi, Bluetooth","977 x 593 x 94.4 mm
Weight: 9.5 kg
Colour: Black"
haier 65e9 65 inch (165 cm) led 4k tv,haier,65e9 6,65,70990,led 4k tv,"65"" (165.1 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Smart Remote","Sound Output: 20 W
2 USB Ports
4 HDMI Ports",Colour: Black
samsung qa75qn800ck 75 inch (190 cm) neo qled 8k uhd tv,samsung,qa75qn800ck 7,75,709990,neo qled 8k uhd tv,"75"" (190.5 cm), Neo QLED
8K UHD, 7680x4320
100 Hz Refresh Rate",7680x4320,"Apps and Games
Web Browser
Voice Control","Sound Output: 70 W
3 USB Ports
4 HDMI Ports","1668.3 x 955.6 x 17.6 mm
Weight: 31.9 kg
Colour: Other"
haier le43a9000 43 inch (109 cm) lcd 4k tv,haier,le43a9000 4,43,30990,lcd 4k tv,"43"" (109.22 cm), LCD
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,,"3 HDMI ports, 2 USB ports",Colour: Black
lg 65uq8040psb 65 inch (165 cm) led 4k tv,lg,65uq8040psb 6,65,73990,led 4k tv,"65"" (165.1 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1454 x 838 x 57.7 mm
Weight: 21.5 kg
Colour: Black"
panasonic viera th-43jx660dx 43 inch (109 cm) led 4k tv,panasonic,viera th-43jx660dx 4,43,41490,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,Apps,"Sound Output: 20 W
2 USB Ports
3 HDMI Ports","966.7 x 563.1 x 88.5 mm
Weight: 6.15 kg
Colour: Black"
lg oled65g2psa 65 inch (165 cm) oled evo 4k tv,lg,oled65g2psa 6,65,219990,oled evo 4k tv,"65"" (165.1 cm), OLED evo
4K, 3840x2160
120 Hz Refresh Rate",3840x2160,"Apps and Games
Voice Control
Smart Remote","Sound Output: 60 W
3 USB Ports
4 HDMI Ports","1441 x 821 x 24.3 mm
Weight: 22.8 kg
Colour: Black"
samsung ua32t4450ak 32 inch (81 cm) led hd-ready tv,samsung,ua32t4450ak 3,32,22190,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1336x768
60 Hz Refresh Rate",1336x768,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
1 USB Ports
2 HDMI Ports","737.4 x 438 x 74.1 mm
Weight: 4.0 kg
Colour: Black,Other"
samsung qa55qn85aak 55 inch (139 cm) qled 4k tv,samsung,qa55qn85aak 5,55,89990,qled 4k tv,"55"" (139.7 cm), QLED
4K, 3840x2160",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 60 W
2 USB Ports
4 HDMI Ports","1227.4 x 706.2 x 26.9 mm
Weight: 17.7 kg
Colour: Other"
lg oled55b1ptz 55 inch (139 cm) oled 4k tv,lg,oled55b1ptz 5,55,114990,oled 4k tv,"55"" (139.7 cm), OLED
4K, 3840x2160",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 40 W
3 USB Ports
4 HDMI Ports","1228 x 706 x 46.9 mm
Weight: 18.9 kg
Colour: Black"
samsung qa65q60tak 65 inch (165 cm) qled 4k tv,samsung,qa65q60tak 6,65,109990,qled 4k tv,"65"" (165.1 cm), QLED
4K, 3840x2160",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1449.6 x 829.3 x 57.6 mm
Weight: 22.3 kg
Colour: Black"
aiwa magnifiq av32hdx1 32 inch (81 cm) led full hd tv,aiwa,magnifiq av32hdx1 3,32,10790,led full hd tv,"32"" (81.28 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,,"2 HDMI ports, 2 USB ports",Colour: Black
lg 55nano80sqa 55 inch (139 cm) led 4k tv,lg,55nano80sqa 5,55,64990,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,Apps,"Sound Output: 20 W
2 USB Ports
4 HDMI Ports","1233 x 781 x 44 mm
Colour: Black"
