Name,Brand,Model,Inches,Price,Price_Category,DisplayType,Resolution,Colour,Width,Height,PPI,Original_Brand
samsung ua43au7600k 43 inch (109 cm) led 4k tv,Samsung,ua43au7600k 4,43,39990,Mid-range,4K,3840x2160,Black,3840,2160,102.46,samsung
lloyd 32ws550e 32 inch (81 cm) led hd-ready tv,Lloyd,32ws550e 3,32,19999,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,lloyd
sony bravia kd-43w880k 43 inch (109 cm) led full hd tv,Sony,bravia kd-43w880k 4,43,40990,Mid-range,Full HD,1920x1080,Black,1920,1080,51.23,sony
lg oled55c8pta 55 inch (139 cm) oled 4k tv,Lg,oled55c8pta 5,55,156999,Premium,4K,3840x2160,Black,3840,2160,80.11,lg
imee premium 32s 32 inch (81 cm) led hd-ready tv,Imee,premium 32s 3,32,9399,Budget,HD-Ready,1366x768,"Black,Silver,White,Other",1366,768,48.97,imee
onida 55uiv 55 inch (139 cm) led 4k tv,Onida,55uiv 5,55,36999,Mid-range,4K,3840x2160,Black,3840,2160,80.11,onida
power guard pg32gtv 32 inch (81 cm) led hd-ready tv,Power,guard pg32gtv 3,32,10999,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,power
samsung qa75qn90cak 75 inch (190 cm) qled 4k tv,Samsung,qa75qn90cak 7,75,429990,Luxury,4K,3840x2160,Other,3840,2160,58.74,samsung
samsung qa65qn90cak 65 inch (165 cm) neo qled 4k tv,Samsung,qa65qn90cak 6,65,239990,Luxury,QLED 4K,3840x2160,Black,3840,2160,67.78,samsung
samsung qa50qn90cak 50 inch (127 cm) neo qled 4k tv,Samsung,qa50qn90cak 5,50,141990,Premium,QLED 4K,3840x2160,Grey,3840,2160,88.12,samsung
samsung qa55qn90cak 55 inch (139 cm) neo qled 4k tv,Samsung,qa55qn90cak 5,55,177990,Premium,QLED 4K,3840x2160,Grey,3840,2160,80.11,samsung
samsung qa65qn85cak 65 inch (165 cm) neo qled 4k tv,Samsung,qa65qn85cak 6,65,214990,Luxury,QLED 4K,3840x2160,Black,3840,2160,67.78,samsung
samsung qa85qn90cak 85 inch (215 cm) neo qled 4k tv,Samsung,qa85qn90cak 8,85,634990,Luxury,QLED 4K,3840x2160,Other,3840,2160,51.83,samsung
samsung qa65qn90aak 65 inch (165 cm) qled 4k tv,Samsung,qa65qn90aak 6,65,179990,Premium,4K,3840x2160,"Black,Other",3840,2160,67.78,samsung
lg 65nano86tna 65 inch (165 cm) led 4k tv,Lg,65nano86tna 6,65,102837,Premium,4K,3840x2160,Black,3840,2160,67.78,lg
samsung ua43au8000k 43 inch (109 cm) led 4k tv,Samsung,ua43au8000k 4,43,43215,Mid-range,4K,3840x2160,Black,3840,2160,102.46,samsung
lg oled65cxpta 65 inch (165 cm) oled 4k tv,Lg,oled65cxpta 6,65,169990,Premium,4K,3840x2160,Black,3840,2160,67.78,lg
samsung ua32t4360ak 32 inch (81 cm) led hd-ready tv,Samsung,ua32t4360ak 3,32,17990,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,samsung
samsung ua43au7700k 43 inch (109 cm) led 4k tv,Samsung,ua43au7700k 4,43,36990,Mid-range,4K,3840x2160,Other,3840,2160,102.46,samsung
lg 55uk6500ptc 55 inch (139 cm) led 4k tv,Lg,55uk6500ptc 5,55,104990,Premium,4K,3840x2160,Black,3840,2160,80.11,lg
samsung ua55au7600k 55 inch (139 cm) led 4k tv,Samsung,ua55au7600k 5,55,47990,Mid-range,4K,3840x2160,Black,3840,2160,80.11,samsung
sony bravia xr-65a80l 65 inch (165 cm) oled 4k tv,Sony,bravia xr-65a80l 6,65,251740,Luxury,4K,3840x2160,Black,3840,2160,67.78,sony
lg 55nano91tna 55 inch (139 cm) led 4k tv,Lg,55nano91tna 5,55,140520,Premium,4K,3840x2160,Black,3840,2160,80.11,lg
vu 65ca 65 inch (165 cm) led 4k tv,Vu,65ca 6,65,39999,Mid-range,4K,3840x2160,Black,3840,2160,67.78,vu
lg 55uq8040psb 55 inch (139 cm) led 4k tv,Lg,55uq8040psb 5,55,50999,Mid-range,4K,3840x2160,Black,3840,2160,80.11,lg
samsung ua43au9070ul 43 inch (109 cm) led 4k tv,Samsung,ua43au9070ul 4,43,46065,Mid-range,4K,3840x2160,Black,3840,2160,102.46,samsung
lg 49nano80tna 49 inch (124 cm) led 4k tv,Lg,49nano80tna 4,49,54990,Mid-range,4K,3840x2160,Black,3840,2160,89.91,lg
micromax 32 binge box 32 inch (81 cm) led hd-ready tv,Micromax,32 binge box 3,32,11990,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,micromax
sony bravia xr-83a80l 83 inch (210 cm) oled 4k tv,Sony,bravia xr-83a80l 8,83,617490,Luxury,4K,3840x2160,Black,3840,2160,53.08,sony
tcl 65c825 65 inch (165 cm) qled 4k tv,Tcl,65c825 6,65,89990,High-end,4K,3840x2160,Black,3840,2160,67.78,tcl
lg oled55b8pta 55 inch (139 cm) oled 4k tv,Lg,oled55b8pta 5,55,159999,Premium,4K,3840x2160,Black,3840,2160,80.11,lg
samsung ua55nu7470u 55 inch (139 cm) led 4k tv,Samsung,ua55nu7470u 5,55,111490,Premium,4K,3840x2160,Black,3840,2160,80.11,samsung
lg 55up7740ptz 55 inch (139 cm) led 4k tv,Lg,55up7740ptz 5,55,49990,Mid-range,4K,3840x2160,Black,3840,2160,80.11,lg
lg 43up7550ptz 43 inch (109 cm) led 4k tv,Lg,43up7550ptz 4,43,36990,Mid-range,4K,3840x2160,Black,3840,2160,102.46,lg
lg oled55g1ptz 55 inch (139 cm) oled 4k tv,Lg,oled55g1ptz 5,55,144990,Premium,4K,3840x2160,Black,3840,2160,80.11,lg
samsung qa55q60rak 55 inch (139 cm) qled 4k tv,Samsung,qa55q60rak 5,55,121999,Premium,4K,3840x2160,Black,3840,2160,80.11,samsung
samsung qa55q60tak 55 inch (139 cm) qled 4k tv,Samsung,qa55q60tak 5,55,92990,High-end,4K,3840x2160,Black,3840,2160,80.11,samsung
lg 43uq8040psb 43 inch (109 cm) led 4k tv,Lg,43uq8040psb 4,43,39990,Mid-range,4K,3840x2160,Black,3840,2160,102.46,lg
samsung qa85qn90bak 85 inch (215 cm) neo qled 4k tv,Samsung,qa85qn90bak 8,85,729990,Luxury,QLED 4K,3840x2160,Other,3840,2160,51.83,samsung
samsung qa75qn90bak 75 inch (190 cm) neo qled 4k tv,Samsung,qa75qn90bak 7,75,489990,Luxury,QLED 4K,3840x2160,Other,3840,2160,58.74,samsung
samsung qa50qn90bak 50 inch (127 cm) neo qled 4k tv,Samsung,qa50qn90bak 5,50,114990,Premium,QLED 4K,3840x2160,Other,3840,2160,88.12,samsung
samsung qa65qn90bak 65 inch (165 cm) neo qled 4k tv,Samsung,qa65qn90bak 6,65,254990,Luxury,QLED 4K,3840x2160,Other,3840,2160,67.78,samsung
samsung ua55au8000k 55 inch (139 cm) led 4k tv,Samsung,ua55au8000k 5,55,51990,Mid-range,4K,3840x2160,Black,3840,2160,80.11,samsung
zebronics zeb-32p2 32 inch (81 cm) led hd-ready tv,Zebronics,zeb-32p2 3,32,11999,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,zebronics
zebronics zeb-32p1 32 inch (81 cm) led hd-ready tv,Zebronics,zeb-32p1 3,32,10999,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,zebronics
adsun c-3200sf/s 32 inch (81 cm) led hd-ready tv,Adsun,c-3200sf/s 3,32,9475,Budget,HD-Ready,1366x768,Black,1366,768,48.97,adsun
zebronics zeb-55w2 55 inch (139 cm) led 4k tv,Zebronics,zeb-55w2 5,55,33490,Mid-range,4K,3840x2160,Black,3840,2160,80.11,zebronics
lg 55up8000ptz 55 inch (139 cm) led 4k tv,Lg,55up8000ptz 5,55,52095,Mid-range,4K,3840x2160,Black,3840,2160,80.11,lg
bpl 43f-a4301 43 inch (109 cm) led full hd tv,Bpl,43f-a4301 4,43,22490,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,bpl
lg 24lp520v 24 inch (60 cm) led full hd tv,Lg,24lp520v 2,24,13835,Affordable,Full HD,1920x1080,Black,1920,1080,91.79,lg
lg 32lq6360psa 32 inch (81 cm) led full hd tv,Lg,32lq6360psa 3,32,24990,Affordable,Full HD,1920x1080,Black,1920,1080,68.84,lg
samsung ua32t4390ak 32 inch (81 cm) led 4k tv,Samsung,ua32t4390ak 3,32,16990,Affordable,4K,3840x2160,Black,3840,2160,137.68,samsung
samsung ua43bu8000k 43 inch (109 cm) led 4k tv,Samsung,ua43bu8000k 4,43,49990,Mid-range,4K,3840x2160,Black,3840,2160,102.46,samsung
samsung qa65qn85bak 65 inch (165 cm) neo qled 4k tv,Samsung,qa65qn85bak 6,65,234990,Luxury,QLED 4K,3840x2160,Other,3840,2160,67.78,samsung
samsung qa55qn85bak 55 inch (139 cm) neo qled 4k tv,Samsung,qa55qn85bak 5,55,169990,Premium,QLED 4K,3840x2160,Other,3840,2160,80.11,samsung
samsung ua43au7500k 43 inch (109 cm) led 4k tv,Samsung,ua43au7500k 4,43,33890,Mid-range,4K,3840x2160,Other,3840,2160,102.46,samsung
panasonic viera th-55fx600d 55 inch (139 cm) led 4k tv,Panasonic,viera th-55fx600d 5,55,69999,High-end,4K,3840x2160,Black,3840,2160,80.11,panasonic
samsung ua49nu8000k 49 inch (124 cm) led 4k tv,Samsung,ua49nu8000k 4,49,97990,High-end,4K,3840x2160,Black,3840,2160,89.91,samsung
samsung ua55bu8000k 55 inch (139 cm) led 4k tv,Samsung,ua55bu8000k 5,55,75990,High-end,4K,3840x2160,Black,3840,2160,80.11,samsung
cellecor 32cs 32 inch (81 cm) led full hd tv,Cellecor,32cs 3,32,10899,Affordable,Full HD,1920x1080,Black,1920,1080,68.84,cellecor
cellecor 24cs 24 inch (60 cm) led hd-ready tv,Cellecor,24cs 2,24,6444,Budget,HD-Ready,1366x768,Black,1366,768,65.3,cellecor
cellecor 40cs 40 inch (101 cm) led full hd tv,Cellecor,40cs 4,40,16199,Affordable,Full HD,1920x1080,Black,1920,1080,55.07,cellecor
candy c43ka66 43 inch (109 cm) led full hd tv,Candy,c43ka66 4,43,13999,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,candy
oneplus y1s edge 32 inch (81 cm) led hd-ready tv,Oneplus,y1s edge 3,32,15999,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,oneplus
cellecor e32x 32 inch (81 cm) led full hd tv,Cellecor,e32x 3,32,10499,Affordable,Full HD,1920x1080,Black,1920,1080,68.84,cellecor
croma crel043uoa024601 43 inch (109 cm) led 4k tv,Croma,crel043uoa024601 4,43,31990,Mid-range,4K,3840x2160,Black,3840,2160,102.46,croma
samsung ua32t4600ak 32 inch (81 cm) led hd-ready tv,Samsung,ua32t4600ak 3,32,22490,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,samsung
panasonic th-32ms550dx 32 inch (81 cm) led hd-ready tv,Panasonic,th-32ms550dx 3,32,15670,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,panasonic
tcl 55c835 55 inch (139 cm) led 4k tv,Tcl,55c835 5,55,119990,Premium,4K,3840x2160,Black,3840,2160,80.11,tcl
samsung ua50ku6000k 50 inch (127 cm) led 4k tv,Samsung,ua50ku6000k 5,50,103990,Premium,4K,3840x2160,Black,3840,2160,88.12,samsung
candy ca65u50led 65 inch (165 cm) led 4k tv,Candy,ca65u50led 6,65,47490,Mid-range,4K,3840x2160,Silver,3840,2160,67.78,candy
