Name,Brand,Model,Inches,Price,DisplayType,Resolution,Colour
sony bravia xr-85x95l 85 inch (215 cm) mini led 4k tv,sony,bravia xr-85x95l 8,85,503490,LED 4K,3840x2160,Black
lg 43ur7550psc 43 inch (109 cm) led 4k tv,lg,43ur7550psc 4,43,37090,4K,3840x2160,Black
lg 55ur7550psc 55 inch (139 cm) led 4k tv,lg,55ur7550psc 5,55,50990,4K,3840x2160,Black
haier 43p7gt 43 inch (109 cm) led 4k tv,haier,43p7gt 4,43,34990,4K,3840x2160,Black
haier 50p7gt 50 inch (127 cm) led 4k tv,haier,50p7gt 5,50,37950,4K,3840x2160,Grey
haier 65p7gt 65 inch (165 cm) led 4k tv,haier,65p7gt 6,65,63950,4K,3840x2160,Grey
croma crel065ugc024601 65 inch (165 cm) led 4k tv,croma,crel065ugc024601 6,65,55990,4K,3840x2160,Black
croma 43fgd024601 43 inch (109 cm) led full hd tv,croma,43fgd024601 4,43,22990,Full HD,1920x1080,Black
croma 55ugc024601 55 inch (139 cm) led 4k tv,croma,55ugc024601 5,55,38990,4K,3840x2160,Black
lloyd 65qx900d 65 inch (165 cm) qled 4k tv,lloyd,65qx900d 6,65,68590,4K,3840x2160,Black
sansui jsw86asuhdff 86 inch (218 cm) led 4k tv,sansui,jsw86asuhdff 8,86,179999,4K,3840x2160,Black
lg 43ur8050psb 43 inch (109 cm) led 4k tv,lg,43ur8050psb 4,43,38990,4K,3840x2160,Black
lg 55ur8050psb 55 inch (139 cm) led 4k tv,lg,55ur8050psb 5,55,55490,4K,3840x2160,Black
lg 43uq7300pta 43 inch (109 cm) led 4k tv,lg,43uq7300pta 4,43,38499,4K,3840x2160,Black
lg 50ur8050psb 50 inch (127 cm) led 4k tv,lg,50ur8050psb 5,50,51990,4K,3840x2160,Black
lg 70ur8050psb 70 inch (177 cm) led 4k tv,lg,70ur8050psb 7,70,88990,4K,3840x2160,Grey
lg 75ur8050psb 75 inch (190 cm) led 4k tv,lg,75ur8050psb 7,75,127990,4K,3840x2160,Black
lg 86ur8050psb 86 inch (218 cm) led 4k tv,lg,86ur8050psb 8,86,289990,4K,3840x2160,Grey
samsung qa77s90cak 77 inch (195 cm) oled 4k tv,samsung,qa77s90cak 7,77,449990,4K,3840x2160,Other
lg 32lq640bpta 32 inch (81 cm) led hd-ready tv,lg,32lq640bpta 3,32,19999,HD-Ready,1366x768,Black
panasonic th-43mx740dx 43 inch (109 cm) led 4k tv,panasonic,th-43mx740dx 4,43,39490,4K,3840x2160,Black
samsung qa55s95cak 55 inch (139 cm) oled 4k tv,samsung,qa55s95cak 5,55,202490,4K,3840x2160,Black
samsung qa77s95cak 77 inch (195 cm) oled 4k tv,samsung,qa77s95cak 7,77,499990,4K,3840x2160,Other
panasonic th-55lz950dx 55 inch (139 cm) oled 4k tv,panasonic,th-55lz950dx 5,55,125740,4K,3840x2160,Black
panasonic th-65lz950dx 65 inch (165 cm) oled 4k tv,panasonic,th-65lz950dx 6,65,189839,4K,3840x2160,Black
croma crel032hgc024601 32 inch (81 cm) led hd-ready tv,croma,crel032hgc024601 3,32,12990,HD-Ready,1366x768,Black
lg oled42c3psa 42 inch (106 cm) oled evo 4k tv,lg,oled42c3psa 4,42,119990,EVO 4K,3840x2160,Black
lg oled77c3psa 77 inch (195 cm) oled evo 4k tv,lg,oled77c3psa 7,77,459990,EVO 4K,3840x2160,Black
lg oled55c3xsa 55 inch (139 cm) oled evo 4k tv,lg,oled55c3xsa 5,55,167990,EVO 4K,3840x2160,Black
lg oled83c3psa 83 inch (210 cm) oled evo 4k tv,lg,oled83c3psa 8,83,717090,EVO 4K,3840x2160,Black
lg oled55g3psa 55 inch (139 cm) oled evo 4k tv,lg,oled55g3psa 5,55,164990,EVO 4K,3840x2160,Black
lg oled65c3xsa 65 inch (165 cm) oled evo 4k tv,lg,oled65c3xsa 6,65,216490,EVO 4K,3840x2160,Black
lg oled77b3psa 77 inch (195 cm) oled 4k tv,lg,oled77b3psa 7,77,469990,4K,3840x2160,Black
lg oled48c3xsa 48 inch (121 cm) oled evo 4k tv,lg,oled48c3xsa 4,48,107990,EVO 4K,3840x2160,Black
samsung qa65q70cak 65 inch (165 cm) qled 4k tv,samsung,qa65q70cak 6,65,126990,4K,3840x2160,Other
lg 65ur8050psb 65 inch (165 cm) led 4k tv,lg,65ur8050psb 6,65,81990,4K,3840x2160,Grey
samsung ua85cu8000k 85 inch (215 cm) led 4k tv,samsung,ua85cu8000k 8,85,369990,4K,3840x2160,Other
samsung qa65qn700ck 65 inch (165 cm) neo qled 8k uhd tv,samsung,qa65qn700ck 6,65,314990,QLED 8K UHD,7680x4320,Other
haier 55s8gt 55 inch (139 cm) led 4k tv,haier,55s8gt 5,55,52490,4K,3840x2160,Grey
aiwa magnifiq a32hdx1 32 inch (81 cm) led hd-ready tv,aiwa,magnifiq a32hdx1 3,32,12490,HD-Ready,1366x768,Black
jvc lt-58nq7135cgx 58 inch (147 cm) qled 4k tv,jvc,lt-58nq7135cgx 5,58,52990,4K,3840x2160,Black
cellecor e32n 32 inch (81 cm) led hd-ready tv,cellecor,e32n 3,32,8399,HD-Ready,1366x768,Black
samsung ua75cu7700k 75 inch (190 cm) led 4k tv,samsung,ua75cu7700k 7,75,149990,4K,3840x2160,Black
samsung ua75cu8000k 75 inch (190 cm) led 4k tv,samsung,ua75cu8000k 7,75,175990,4K,3840x2160,Black
samsung qa65q60cak 65 inch (165 cm) qled 4k tv,samsung,qa65q60cak 6,65,124900,4K,3840x2160,Black
samsung qa75q60cak 75 inch (190 cm) qled 4k tv,samsung,qa75q60cak 7,75,284990,4K,3840x2160,Black
samsung qa85q60cak 85 inch (215 cm) qled 4k tv,samsung,qa85q60cak 8,85,524990,4K,3840x2160,Black
samsung qa65qn95cak 65 inch (165 cm) neo qled 4k tv,samsung,qa65qn95cak 6,65,284990,QLED 4K,3840x2160,Black
samsung qa55qn95cak 65 inch (165 cm) neo qled 4k tv,samsung,qa55qn95cak 6,65,189990,QLED 4K,3840x2160,Other
samsung ua43t5410ak 43 inch (109 cm) led full hd tv,samsung,ua43t5410ak 4,43,27490,Full HD,1920x1080,Black
haier le32a7 32 inch (81 cm) led hd-ready tv,haier,le32a7 3,32,12490,HD-Ready,1366x768,Black
haier le32a9000 32 inch (81 cm) led hd-ready tv,haier,le32a9000 3,32,15490,HD-Ready,1366x768,Black
samsung ua43cu8000k 43 inch (109 cm) led 4k tv,samsung,ua43cu8000k 4,43,45290,4K,3840x2160,Other
samsung qa55q60cak 55 inch (139 cm) qled 4k tv,samsung,qa55q60cak 5,55,88990,4K,3840x2160,Other
samsung ua65cu7700k 65 inch (165 cm) led 4k tv,samsung,ua65cu7700k 6,65,93990,4K,3840x2160,Black
samsung qa50q60cak 50 inch (127 cm) qled 4k tv,samsung,qa50q60cak 5,50,69990,4K,3840x2160,Black
onida 43uif-r 43 inch (109 cm) led 4k tv,onida,43uif-r 4,43,25999,4K,3840x2160,Black
haier le40k7700ga 40 inch (101 cm) led full hd tv,haier,le40k7700ga 4,40,26990,Full HD,1920x1080,Black
akai aklt24n-d53w 24 inch (60 cm) led hd-ready tv,akai,aklt24n-d53w 2,24,7850,HD-Ready,1366x768,Black
samsung ua55cu7700k 55 inch (139 cm) led 4k tv,samsung,ua55cu7700k 5,55,62490,4K,3840x2160,Black
croma crel065uga024601 65 inch (165 cm) qled 4k tv,croma,crel065uga024601 6,65,69990,4K,3840x2160,Black
amstrad am55ug11nxt 55 inch (139 cm) led 4k tv,amstrad,am55ug11nxt 5,55,38250,4K,3840x2160,Black
amstrad am43ug11nxt 43 inch (109 cm) led 4k tv,amstrad,am43ug11nxt 4,43,27490,4K,3840x2160,65 x 89 mm
samsung ua65cu8000k 65 inch (165 cm) led 4k tv,samsung,ua65cu8000k 6,65,89490,4K,3840x2160,Other
samsung ua55cu8000k 55 inch (139 cm) led 4k tv,samsung,ua55cu8000k 5,55,64290,4K,3840x2160,Other
croma crel024hbb024602 24 inch (60 cm) led hd-ready tv,croma,crel024hbb024602 2,24,5190,HD-Ready,1366x768,Black
haier 43ega1 43 inch (109 cm) led full hd tv,haier,43ega1 4,43,26990,Full HD,1920x1080,Black
haier le43k7700uga 43 inch (109 cm) led 4k tv,haier,le43k7700uga 4,43,29999,4K,3840x2160,Black
croma crel055uga024601 55 inch (139 cm) qled 4k tv,croma,crel055uga024601 5,55,54990,4K,3840x2160,Black
jvc lt-75nq7115cgx 75 inch (190 cm) led 4k tv,jvc,lt-75nq7115cgx 7,75,114490,4K,3840x2160,Black
jvc lt-65nq7115cgx 65 inch (165 cm) led 4k tv,jvc,lt-65nq7115cgx 6,65,67490,4K,3840x2160,Black
haier k series le43k7ga 43 inch (109 cm) led full hd tv,haier,k series le43k7ga 4,43,33899,Full HD,1920x1080,Black
tcl 32s5201 32 inch (81 cm) led full hd tv,tcl,32s5201 3,32,13900,Full HD,1920x1080,Black
samsung ua32t4360 32 inch (81 cm) led hd-ready tv,samsung,ua32t4360 3,32,17623,HD-Ready,1366x768,Black
lloyd 55us850d 55 inch (139 cm) led 4k tv,lloyd,55us850d 5,55,87210,4K,3840x2160,Black
impex grande 50 smart au00bl 50 inch (127 cm) led 4k tv,impex,grande 50 smart au00bl 5,50,33990,4K,3840x2160,Black
panasonic th-32ls670dx 32 inch (81 cm) led hd-ready tv,panasonic,th-32ls670dx 3,32,23500,HD-Ready,1366x768,Black
bush 32sflo 32 inch (81 cm) led full hd tv,bush,32sflo 3,32,9998,Full HD,1920x1080,Black
samsung ua32t4110ar 32 inch (81 cm) led hd-ready tv,samsung,ua32t4110ar 3,32,19999,HD-Ready,1366x768,Black
thomson 5q50h1000 50 inch (127 cm) qled 4k tv,thomson,5q50h1000 5,50,33999,4K,3840x2160,Black
lg 65nano75sqa 65 inch (165 cm) led 4k tv,lg,65nano75sqa 6,65,90990,4K,3840x2160,Black
itel a2410ie 24 inch (60 cm) led hd-ready tv,itel,a2410ie 2,24,8800,HD-Ready,1366x768,Black
panasonic th-42js650dx 42 inch (106 cm) led full hd tv,panasonic,th-42js650dx 4,42,40849,Full HD,1920x1080,Black
panasonic th-43lx750dx 43 inch (109 cm) led 4k tv,panasonic,th-43lx750dx 4,43,40990,4K,3840x2160,Black
salora slv-4324sl 32 inch (81 cm) led hd-ready tv,salora,slv-4324sl 3,32,10499,HD-Ready,1366x768,"30 x 75 mm
Weight: 3.78 kg"
imee supreme 43sflcs 43 inch (109 cm) led full hd tv,imee,supreme 43sflcs 4,43,22999,Full HD,1920x1080,Silver
imee elite pro 43sfl 43 inch (109 cm) led full hd tv,imee,elite pro 43sfl 4,43,29550,Full HD,1920x1080,Black
impex fiesta 55ufx2ac11 55 inch (139 cm) led 4k tv,impex,fiesta 55ufx2ac11 5,55,59990,4K,3840x2160,Black
imee signature 65sflvc 65 inch (165 cm) led 4k tv,imee,signature 65sflvc 6,65,64999,4K,3840x2160,Other
tcl 55p616 55 inch (139 cm) led 4k tv,tcl,55p616 5,55,45990,4K,3860x2160,Black
panasonic th-32ls550dx 32 inch (81 cm) led hd-ready tv,panasonic,th-32ls550dx 3,32,26599,HD-Ready,1366x768,Black
tcl 55p735 55 inch (139 cm) led 4k tv,tcl,55p735 5,55,49990,4K,3840x2160,Black
tcl 65p735 65 inch (165 cm) qled 4k tv,tcl,65p735 6,65,65990,4K,3840x2160,Black
tcl 50p735 50 inch (127 cm) led 4k tv,tcl,50p735 5,50,38990,4K,3840x2160,Black
imee signature 55sflvc 55 inch (139 cm) led 4k tv,imee,signature 55sflvc 5,55,40999,4K,3840x2160,Other
lg 86nano75sqa 86 inch (218 cm) led 4k tv,lg,86nano75sqa 8,86,554990,4K,3840x2160,Black
lg 55nano75sqa 55 inch (139 cm) led 4k tv,lg,55nano75sqa 5,55,64490,4K,3840x2160,Black
croma crel043foa024601 43 inch (109 cm) led full hd tv,croma,crel043foa024601 4,43,23990,Full HD,1920x1080,Black
tcl 75c835 75 inch (190 cm) led 4k tv,tcl,75c835 7,75,429990,4K,3840x2160,Black
tcl 65c835 65 inch (165 cm) qled 4k tv,tcl,65c835 6,65,309990,4K,3840x2160,Black
jvc lt-32n385cve 32 inch (81 cm) led hd-ready tv,jvc,lt-32n385cve 3,32,10990,HD-Ready,1366x768,Black
tcl 75c635 75 inch (190 cm) qled 4k tv,tcl,75c635 7,75,299990,4K,3840x2160,Black
lg oled65c2xsc 65 inch (165 cm) oled evo 4k tv,lg,oled65c2xsc 6,65,179990,EVO 4K,3840x2160,Black
sony bravia kd-55x85k 55 inch (139 cm) led 4k tv,sony,bravia kd-55x85k 5,55,84990,4K,3840x2160,Black
jvc lt-32n385cce 32 inch (81 cm) led hd-ready tv,jvc,lt-32n385cce 3,32,10490,HD-Ready,1366x768,Black
jvc lt-43n5105cve 43 inch (109 cm) led full hd tv,jvc,lt-43n5105cve 4,43,20490,Full HD,1920x1080,Black
samsung qa55q70bak 55 inch (139 cm) qled 4k tv,samsung,qa55q70bak 5,55,99990,4K,3840x2160,Black
samsung qa75q70bak 75 inch (190 cm) qled 4k tv,samsung,qa75q70bak 7,75,349990,4K,3840x2160,Black
samsung ua50bu8000k 50 inch (127 cm) led 4k tv,samsung,ua50bu8000k 5,50,63990,4K,3840x2160,Black
sony bravia xr-85z9j 85 inch (215 cm) led 8k uhd tv,sony,bravia xr-85z9j 8,85,899990,8K UHD,7680x4320,Black
croma crel065uoa024601 65 inch (165 cm) led 4k tv,croma,crel065uoa024601 6,65,59990,4K,3840x2160,Black
samsung ua85bu8000k 85 inch (215 cm) led 4k tv,samsung,ua85bu8000k 8,85,399990,4K,3840x2160,Black
panasonic th-75lx730dx 75 inch (190 cm) led 4k tv,panasonic,th-75lx730dx 7,75,179990,4K,3840x2160,"957 x 85 mm
Weight: 28.22 kg"
samsung qa65qn700bk 65 inch (165 cm) neo qled 8k uhd tv,samsung,qa65qn700bk 6,65,324990,QLED 8K UHD,7680x4320,Black
samsung ua75bu8000k 75 inch (190 cm) led 4k tv,samsung,ua75bu8000k 7,75,204990,4K,3840x2160,Black
samsung ua65bu8000k 65 inch (165 cm) led 4k tv,samsung,ua65bu8000k 6,65,112990,4K,3840x2160,Black
cornea 55corfls05 55 inch (139 cm) led 4k tv,cornea,55corfls05 5,55,34199,4K,3840x2160,Black
panasonic th-32j200dx 32 inch (81 cm) led hd-ready tv,panasonic,th-32j200dx 3,32,14561,HD-Ready,1366x768,Black
samsung qa65q60bak 65 inch (165 cm) qled 4k tv,samsung,qa65q60bak 6,65,174990,4K,3840x2160,Black
imee elite 43sfl 43 inch (109 cm) led full hd tv,imee,elite 43sfl 4,43,29999,Full HD,1920x1080,Silver
samsung qa98qn90aakxxl 98 inch (248 cm) qled 4k tv,samsung,qa98qn90aakxxl 9,98,1999000,4K,3840x2160,Black
samsung qa85qn900ak 85 inch (215 cm) qled 8k uhd tv,samsung,qa85qn900ak 8,85,1350000,8K UHD,7680x4320,Other
samsung qa43q60bak 43 inch (109 cm) qled 4k tv,samsung,qa43q60bak 4,43,64990,4K,3840x2160,Black
samsung qa85qn900bk 85 inch (215 cm) neo qled 8k uhd tv,samsung,qa85qn900bk 8,85,1349990,QLED 8K UHD,7680x4320,Other
samsung qa65qn800bk 65 inch (165 cm) neo qled 8k uhd tv,samsung,qa65qn800bk 6,65,374990,QLED 8K UHD,7680x4320,Other
samsung qa75q60bak 75 inch (190 cm) qled 4k tv,samsung,qa75q60bak 7,75,319990,4K,3840x2160,Black
samsung crystal 75au7700 75 inch (190 cm) led 4k tv,samsung,crystal 75au7700 7,75,184990,4K,3840x2160,Other
samsung qa65q80aak 65 inch (165 cm) qled 4k tv,samsung,qa65q80aak 6,65,189990,4K,3840x2160,Other
impex grande 43 au10 43 inch (109 cm) led full hd tv,impex,grande 43 au10 4,43,24999,Full HD,1920x1080,Black
lg 65up8000ptz 65 inch (165 cm) led 4k tv,lg,65up8000ptz 6,65,84990,4K,3840x2160,Black
impex grande 32 au20 32 inch (81 cm) led hd-ready tv,impex,grande 32 au20 3,32,14990,HD-Ready,1366x768,Black
akai aklt40s-d409w 40 inch (101 cm) led hd-ready tv,akai,aklt40s-d409w 4,40,30990,HD-Ready,1366x768,Black
lloyd 43us850c 43 inch (109 cm) led 4k tv,lloyd,43us850c 4,43,33781,4K,3480x2160,Black
lloyd 58us900c 58 inch (147 cm) led 4k tv,lloyd,58us900c 5,58,65340,4K,3840x2160,Black
lloyd 50us900b 50 inch (127 cm) led 4k tv,lloyd,50us900b 5,50,42990,4K,3840x2160,Black
bpl 65u-a4310 65 inch (165 cm) led 4k tv,bpl,65u-a4310 6,65,56990,4K,3840x2160,Black
lloyd 32hs550c 32 inch (81 cm) led hd-ready tv,lloyd,32hs550c 3,32,16490,HD-Ready,1366x768,Black
lloyd 32hb250c 32 inch (81 cm) led hd-ready tv,lloyd,32hb250c 3,32,14329,HD-Ready,1366x768,Black
lg 50up7550ptz 50 inch (127 cm) led 4k tv,lg,50up7550ptz 5,50,48990,4K,3840x2160,Black
samsung qa65qn700ak 65 inch (165 cm) qled 8k uhd tv,samsung,qa65qn700ak 6,65,319990,8K UHD,7680x4320,Other
lg 55nano75tpz 55 inch (139 cm) led 4k tv,lg,55nano75tpz 5,55,57990,4K,3840x2160,Black
lg 65nano75tpz 65 inch (165 cm) led 4k tv,lg,65nano75tpz 6,65,79990,4K,3840x2160,Black
lg 65nano95tna 65 inch (165 cm) led 8k uhd tv,lg,65nano95tna 6,65,210990,8K UHD,7680x4320,Black
lg 43lm5620pta 43 inch (109 cm) led full hd tv,lg,43lm5620pta 4,43,32990,Full HD,1920x1080,"77 x 80.8 mm
Weight: 8.0 kg"
samsung ua85au8000k 85 inch (215 cm) led 4k tv,samsung,ua85au8000k 8,85,394990,4K,3840x2160,Black
samsung qa75qn85aak 75 inch (190 cm) qled 4k tv,samsung,qa75qn85aak 7,75,424990,4K,3840x2160,Other
detel di49ska 49 inch (124 cm) led 4k tv,detel,di49ska 4,49,69999,4K,3840x2160,Black
sansui jsw32nshd 32 inch (81 cm) led hd-ready tv,sansui,jsw32nshd 3,32,17990,HD-Ready,1366x768,Black
panasonic viera th-65jx750dx 65 inch (165 cm) led 4k tv,panasonic,viera th-65jx750dx 6,65,79100,4K,3840x2160,Black
haier le32d4000 32 inch (81 cm) led hd-ready tv,haier,le32d4000 3,32,12990,HD-Ready,1366x768,Black
lg 43up7750ptz 43 inch (109 cm) led 4k tv,lg,43up7750ptz 4,43,37092,4K,3840x2160,Black
samsung ua65au8000k 65 inch (165 cm) led 4k tv,samsung,ua65au8000k 6,65,69990,4K,3840x2160,Black
samsung ua65au9070ul 65 inch (165 cm) led 4k tv,samsung,ua65au9070ul 6,65,111990,4K,3840x2160,Black
samsung qa65q60aak 65 inch (165 cm) qled 4k tv,samsung,qa65q60aak 6,65,154990,4K,3840x2160,Black
samsung qa55q80aak 55 inch (139 cm) qled 4k tv,samsung,qa55q80aak 5,55,84990,4K,3840x2160,Other
lloyd l43fs301b 43 inch (109 cm) led full hd tv,lloyd,l43fs301b 4,43,29995,Full HD,1920x1080,Black
toshiba 65u8080 65 inch (165 cm) led 4k tv,toshiba,65u8080 6,65,99999,4K,3840x2160,Black
lg 55un7350ptd 55 inch (139 cm) led 4k tv,lg,55un7350ptd 5,55,49990,4K,3840x2160,Black
samsung qa98q80cak 98 inch (248 cm) qled 4k tv,samsung,qa98q80cak 9,98,824990,4K,3840x2160,Other
sharp lc-32le185m 32 inch (81 cm) led hd-ready tv,sharp,lc-32le185m 3,32,24950,HD-Ready,1366x768,Black
lg 65un7300ptc 65 inch (165 cm) led 4k tv,lg,65un7300ptc 6,65,111990,4K,3840x2160,Black
lloyd l32hb250b 32 inch (81 cm) led hd-ready tv,lloyd,l32hb250b 3,32,14799,HD-Ready,1336x768,Black
lg 75un8000ptb 75 inch (190 cm) led 4k tv,lg,75un8000ptb 7,75,119990,4K,3840x2160,Black
samsung ua65mu6470u 65 inch (165 cm) led 4k tv,samsung,ua65mu6470u 6,65,293900,4K,3840x2160,Black
haier 55p7gt 55 inch (139 cm) led 4k tv,haier,55p7gt 5,55,42750,4K,3840x2160,Grey
haier le32k8200gt 32 inch (81 cm) led hd-ready tv,haier,le32k8200gt 3,32,14490,HD-Ready,1366x768,Black
